CountryCode,SeriesCode,DESCRIPTION
"HTI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"HTI","IT.NET.USER.ZS","Conseil National des Télécommunications (CONATEL)."
"HTI","SM.POP.NETM","Data source: United Nations World Population Prospects"
"HTI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"HTI","IT.NET.BBND.P2","Conseil National des Télécommunications (CONATEL)."
"HTI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"HTI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"HTI","IT.CEL.SETS.P2","Conseil National des Télécommunications (CONATEL)."
"HTI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"HTI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed debt data only cover Inter-American Development Bank loans. Short-term debt is World Bank staff estimates based on Central Bank data. Short-term debt for 2021 is based on data from the BIS. Data include the effects of Paris Club restructuring agreements signed in 2006 and 2009 and HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021"
"HTI","IT.MLT.MAIN.P2","Conseil National des Télécommunications (CONATEL)."
"HTI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"HUN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Due to the coronavirus epidemic in 2020, emergency measures were introduced, border traffic was significantly lower than usual. In the second quarter of 2020, data collection was suspended, so the production of these data was done by model estimation and imputation. Due to the low number of data providers, the reliability of the published data has decreased and they are only to a limited extent comparable with the data of previous periods. The observation of the borders with the countries of the Schengen Area ceased from the year 2008. Departures of non-resident visitors."
"HUN","SP.POP.TOTL","Data source: Eurostat, Hungarian Central Statistical Office"
"HUN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"HUN","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","IT.MLT.MAIN","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority."
"HUN","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","SP.DYN.CBRT.IN","Data source: Eurostat"
"HUN","IS.RRS.PASG.KM","Source: OECD"
"HUN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"HUN","MS.MIL.XPND.CN","1960-1989 SIPRI estimates."
"HUN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"HUN","IT.NET.BBND","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority."
"HUN","SP.DYN.TFRT.IN","Data source: Eurostat, Hungarian Central Statistical Office"
"HUN","MS.MIL.XPND.CD","1960-1989 SIPRI estimates."
"HUN","IS.RRS.GOOD.MT.K6","Source: OECD"
"HUN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"HUN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"HUN","SP.DYN.LE00.FE.IN","Data source: Eurostat, Hungarian Central Statistical Office"
"HUN","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"HUN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"HUN","MS.MIL.XPND.ZS","1960-1989 SIPRI estimates."
"HUN","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"HUN","IT.MLT.MAIN.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority."
"HUN","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","SP.DYN.LE00.MA.IN","Data source: Eurostat, Hungarian Central Statistical Office"
"HUN","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"HUN","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","SP.DYN.CDRT.IN","Data source: Eurostat"
"HUN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"HUN","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","IT.NET.BBND.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority."
"HUN","MS.MIL.XPND.GD.ZS","1960-1989 SIPRI estimates."
"HUN","IT.CEL.SETS","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority."
"HUN","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","IT.NET.USER.ZS","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority."
"HUN","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"HUN","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"HUN","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"HUN","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"HUN","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Due to the coronavirus epidemic in 2020, emergency measures were introduced, border traffic was significantly lower than usual. In the second quarter of 2020, data collection was suspended, so the production of these data was done by model estimation and imputation. Due to the low number of data providers, the reliability of the published data has decreased and they are only to a limited extent comparable with the data of previous periods."
"HUN","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","IT.CEL.SETS.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority."
"HUN","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","SP.POP.GROW","Data source: Eurostat, Hungarian Central Statistical Office"
"HUN","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"HUN","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"IDN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"IDN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"IDN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"IDN","MS.MIL.XPND.CD","1974-1994 SIPRI estimates."
"IDN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IDN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IDN","MS.MIL.XPND.ZS","1974-1994 SIPRI estimates."
"IDN","IT.CEL.SETS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
"IDN","IT.NET.BBND.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
"IDN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"IDN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"IDN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"IDN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"IDN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"IDN","MS.MIL.XPND.CN","1974-1994 SIPRI estimates."
"IDN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IDN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IDN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed debt data, and short term debt data for 2021 are based on reports provided by the country."
"IDN","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"IDN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"IDN","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"IDN","IT.CEL.SETS.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
"IDN","IT.NET.USER.ZS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
"IDN","IT.MLT.MAIN.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
"IDN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IDN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"IDN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"IDN","MS.MIL.XPND.GD.ZS","1974-1994 SIPRI estimates."
"IDN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC) & Indonesia Transport Statistics Book"
"IDN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC) & Indonesia Transport Statistics Book"
"IDN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IDN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IDN","IT.NET.BBND","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
"IDN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"IDN","IT.MLT.MAIN","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom."
"IDN","IS.RRS.TOTL.KM","Source: Internation Union of Railways (UIC) & Indonesia Transport Statistics Book"
"IDN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"IMN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"IMN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"IMN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"IMN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"IMN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"IMN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"IMN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"IND","SL.EMP.TOTL.SP.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","SL.TLF.ACTI.1524.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","EG.ELC.ACCS.RU.ZS","2001 and 2011 represent census data, while the modeled estimates follow linear projections for the other years based on the overall country trend in household surveys."
"IND","MS.MIL.XPND.CN","1960-1987 SIPRI estimates."
"IND","EG.ELC.ACCS.UR.ZS","2001 and 2011 represent census data, while the modeled estimates follow linear projections for the other years based on the overall country trend in household surveys."
"IND","EG.ELC.ACCS.ZS","2001 and 2011 represent census data, while the modeled estimates follow linear projections for the other years based on the overall country trend in household surveys."
"IND","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"IND","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","SL.TLF.ACTI.1524.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","IT.CEL.SETS.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","DT.DOD.DPPG.CD","Data prior to 2003 are mechanically adjusted from fiscal year to calendar year."
"IND","SL.EMP.TOTL.SP.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.EMP.TOTL.SP.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.EMP.1524.SP.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","DT.DOD.DPNG.CD","Data prior to 2003 are mechanically adjusted from fiscal year to calendar year."
"IND","SL.EMP.1524.SP.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","IS.RRS.GOOD.MT.K6","Source: OECD"
"IND","IS.RRS.PASG.KM","Source: OECD"
"IND","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","SL.EMP.1524.SP.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"IND","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"IND","IT.MLT.MAIN","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","SL.UEM.TOTL.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","SL.UEM.TOTL.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.UEM.TOTL.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","IT.NET.BBND","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","MS.MIL.XPND.GD.ZS","1960-1987 SIPRI estimates."
"IND","IT.NET.USER.ZS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","SL.UEM.1524.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SP.POP.GROW","Data source: United Nations World Population Prospects"
"IND","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"IND","ST.INT.DPRT","Includes overnight visitors (tourists) only. Departures of nationals only, irrespective of purpose."
"IND","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds)."
"IND","IT.MLT.MAIN.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"IND","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IND","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"IND","SL.UEM.1524.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.UEM.1524.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","CM.MKT.LCAP.CD","Source: BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx"
"IND","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IND","CM.MKT.LDOM.NO","Source: World Federation of Exchanges & BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx"
"IND","CM.MKT.TRAD.CD","Source: BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx"
"IND","SL.TLF.CACT.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.TLF.CACT.MA.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.TLF.CACT.FM.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SL.TLF.CACT.FE.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects"
"IND","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. From 2014 including nationals residing abroad."
"IND","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"IND","MS.MIL.XPND.ZS","1960-1987 SIPRI estimates."
"IND","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"IND","MS.MIL.XPND.CD","1960-1987 SIPRI estimates."
"IND","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"IND","SM.POP.NETM","Data source: United Nations World Population Prospects"
"IND","CM.MKT.TRNR","Source: BSE India: https://www.bseindia.com/markets/equity/EQReports/allindiamktcap.aspx"
"IND","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"IND","SL.TLF.ACTI.1524.ZS","The reference period covers the calendar year for the ILO-modeled estimates. In contrast, the corresponding national estimate series, based on the Periodic Labour Force Survey (PLFS), refers to the period from July to June. While the trends align in normal circumstances, in 2020, a significant economic and labor market impact (due to the COVID pandemic) contributed to the divergences between the PLFS-based and ILO-modeled estimates."
"IND","IT.CEL.SETS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","IT.NET.BBND.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology."
"IND","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects"
"IRL","SP.POP.GROW","Data source: Eurostat"
"IRL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"IRL","PA.NUS.FCRF","Data are reported in Irish pounds until 1998, in euro from 1999."
"IRL","IS.RRS.PASG.KM","Source: OECD"
"IRL","MS.MIL.XPND.GD.ZS","1994-2000 SIPRI estimates."
"IRL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRL","SP.POP.TOTL","Data source: Eurostat"
"IRL","MS.MIL.XPND.ZS","1994-2000 SIPRI estimates."
"IRL","SP.DYN.TFRT.IN","Data source: Eurostat, Central Statistics Office Ireland"
"IRL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"IRL","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"IRL","IT.NET.BBND","Commission for Communications Regulation."
"IRL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"IRL","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"IRL","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"IRL","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"IRL","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"IRL","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"IRL","IT.NET.USER.ZS","Commission for Communications Regulation."
